Date,Time,SWR,RSSI,A1,A2,A3,A4,GPS Date,GPS Time,Long,Lat,Course,GPS Speed(kts),GPS Alt,Baro Alt(m),Vertical Speed,Air Speed(kts),Temp1,Temp2,RPM,Fuel,Cell volts,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Current,Consumption,Vfas,AccelX,AccelY,AccelZ,Rud,Ele,Thr,Ail,S1,S2,S3,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH
2014-07-11,22:41:04.500,17,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,0.04,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,5,-9,-1024,-8,1024,1024,-1024,-551,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:04.600,17,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,0.04,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-11,-1024,-5,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:04.700,17,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,0.04,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-551,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:04.800,17,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-11,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:04.910,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-4,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.010,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-11,-1024,-5,1024,1024,-1024,-555,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.110,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,2,-9,-1024,-7,1024,1024,-1024,-552,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.210,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,5,-8,-1024,-7,1024,1024,-1024,-552,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.310,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-11,-1024,-4,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.410,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,16.6,4.12,4.14,4.20,0.04,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-4,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.520,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,16.6,4.12,4.14,4.20,0.04,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,5,-8,-1024,-7,1024,1024,-1024,-552,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.630,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,16.6,4.12,4.14,4.20,0.04,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.730,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,16.6,4.12,4.14,4.20,0.04,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.840,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,16.6,4.12,4.14,4.20,0.04,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:05.940,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,16.6,4.12,4.14,4.20,0.04,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,5,-8,-1024,-7,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.050,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.160,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.260,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.360,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-555,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.460,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.560,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.660,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,4.13,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.760,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,4.13,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,1,-11,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.860,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,4.13,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:06.960,16,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,4.13,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.060,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,4.13,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-11,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.160,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,20.7,4.12,4.14,4.20,4.13,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.270,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-4,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.370,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.470,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.570,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-11,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.670,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,5,-8,-1024,-10,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.770,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-11,-1024,-5,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.870,16,89,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:07.970,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:08.070,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:08.170,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-553,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:08.270,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,24.8,4.12,4.14,4.20,4.13,4.13,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
2014-07-11,22:41:08.370,17,90,5.07,0.00,0.00,0.00,2000-00-00,00:00:00,002.0000-,002.0000-,000.00,0, 0.00, 0.00, 0.00,0.0,0,0,0,0,16.6,4.12,4.14,4.20,0.04,0.04,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0,0.0,0,0,0,4,-9,-1024,-5,1024,1024,-1024,-554,1024,1,1,-1,0,-1,-1,-1,-1
